primary_hgnc_id	secondary_hgnc_id	primary_symbol	secondary_symbol
HGNC:9222	NA	POU5F1P3	POU5F1L
HGNC:28406	NA	PP2D1	C3orf48
HGNC:9226	NA	PPA1	PP
HGNC:9237	NA	PPARGC1A	PPARGC1
HGNC:9240	NA	PPBP	THBGB1
HGNC:9241	NA	PPBPP1	PPBPL1
HGNC:16981	NA	PPBPP2	PPBPL2
HGNC:16142	NA	PPDPF	C20orf149
HGNC:31745	NA	PPDPFL	C8orf22
HGNC:9243	NA	PPEF1	PPEF
HGNC:24369	NA	PPIAL4A	PPIAL4
HGNC:9254	NA	PPIAP1	PPIAP
HGNC:9270	NA	PPIAP7	PPIP7
HGNC:9271	NA	PPIAP8	PPIP8
HGNC:9272	NA	PPIAP9	PPIP9
HGNC:9264	NA	PPIAP10	PPIP10
HGNC:9263	NA	PPIAP11	PPIP1
HGNC:9266	NA	PPIAP13	PPIP3
HGNC:9267	NA	PPIAP14	PPIP4
HGNC:9268	NA	PPIAP15	PPIP5
HGNC:9269	NA	PPIAP16	PPIP6
HGNC:16334	NA	PPIAP17	PPIP11
HGNC:16246	NA	PPIAP21	PPIAL
HGNC:17236	NA	PPIAP22	PPIAL3
HGNC:29023	NA	PPIP5K1	HISPPD2A
HGNC:32373	NA	PPIP5K1P1	HISPPD2B
HGNC:29035	NA	PPIP5K2	HISPPD1
HGNC:18583	NA	PPM1H	ARHCL1
HGNC:9281	NA	PPP1CA	PPP1A
HGNC:16318	NA	PPP1R2B	PPP1R2P3
HGNC:16324	NA	PPP1R2C	PPP1R2P9
HGNC:9289	NA	PPP1R2P1	PPP1R2P
HGNC:9293	NA	PPP1R3C	PPP1R5
HGNC:9294	NA	PPP1R3D	PPP1R6
HGNC:9297	NA	PPP1R8P1	PPP1R8P
HGNC:9298	NA	PPP1R9B	PPP1R6
HGNC:9298	NA	PPP1R9B	PPP1R9
HGNC:16325	NA	PPP1R10P1	PPP1R10P
HGNC:7618	NA	PPP1R12A	MYPT1
HGNC:7619	NA	PPP1R12B	MYPT2
HGNC:18498	NA	PPP1R12BP1	PPP1R12BP
HGNC:27069	NA	PPP1R13B-DT	LINC00637
HGNC:14871	NA	PPP1R14A	PPP1INL
HGNC:9057	NA	PPP1R14B	PLCB3N
HGNC:9058	NA	PPP1R14BP1	PLCB3NP
HGNC:16973	NA	PPP1R17	C7orf16
HGNC:29413	NA	PPP1R18	KIAA1949
HGNC:30595	NA	PPP1R21	CCDC128
HGNC:30595	NA	PPP1R21	KLRAQ1
HGNC:29089	NA	PPP1R26	KIAA0649
HGNC:42015	NA	PPP1R26P1	KIAA0649P1
HGNC:42016	NA	PPP1R26P2	KIAA0649P2
HGNC:42017	NA	PPP1R26P3	KIAA0649P3
HGNC:42018	NA	PPP1R26P4	KIAA0649P4
HGNC:42019	NA	PPP1R26P5	KIAA0649P5
HGNC:16813	NA	PPP1R27	DYSFIP1
HGNC:28320	NA	PPP1R35	C7orf47
HGNC:20097	NA	PPP1R36	C14orf50
HGNC:27607	NA	PPP1R37	LRRC68
HGNC:33732	NA	PPP1R42	LRRC67
HGNC:9301	NA	PPP2CBP1	PPP2CBP
HGNC:9307	NA	PPP2R3A	PPP2R3
HGNC:13417	NA	PPP2R3B	PPP2R3L
HGNC:17485	NA	PPP2R3C	C14orf10
HGNC:9314	NA	PPP3CA	CALN
HGNC:20219	NA	PPP4R3A	KIAA2010
HGNC:20219	NA	PPP4R3A	SMEK1
HGNC:29267	NA	PPP4R3B	SMEK2
HGNC:33146	NA	PPP4R3C	SMEK3P
HGNC:33146	NA	PPP4R3C	PPP4R3CP
HGNC:23788	NA	PPP4R4	KIAA1622
HGNC:44209	NA	PPP5D1P	PPP5D1
HGNC:29195	NA	PPP6R1	KIAA1115
HGNC:29195	NA	PPP6R1	SAPS1
HGNC:19253	NA	PPP6R2	KIAA0685
HGNC:19253	NA	PPP6R2	SAPS2
HGNC:1173	NA	PPP6R3	C11orf23
HGNC:1173	NA	PPP6R3	SAPS3
HGNC:9328	NA	PPY2P	PPY2
HGNC:9330	NA	PQBP1	MRXS8
HGNC:9330	NA	PQBP1	MRXS3
HGNC:30591	NA	PRAC1	C17orf92
HGNC:30591	NA	PRAC1	PRAC
HGNC:30143	NA	PRAC2	C17orf93
HGNC:30143	NA	PRAC2	NCRNA00253
HGNC:30143	NA	PRAC2	HOXB13-AS1
HGNC:30143	NA	PRAC2	HOXB-AS5
HGNC:16047	NA	PRADC1	C2orf7
HGNC:51890	NA	PRAMEF28P	PRAMEF28
HGNC:49193	NA	PRAMEF33	PRAMEF33P
HGNC:34302	NA	PRAMENP	PRAMEL
HGNC:34302	NA	PRAMENP	PRAMEF24P
HGNC:51126	NA	PRANCR	LINC01481
HGNC:51126	NA	PRANCR	CNOT2-DT
HGNC:30468	NA	PRDM10-DT	C11orf37
HGNC:30468	NA	PRDM10-DT	NCRNA00167
HGNC:30468	NA	PRDM10-DT	LINC00167
HGNC:48664	NA	PRDM16-DT	LINC00982
HGNC:11711	NA	PRDX1P1	TDPX2
HGNC:27492	NA	PRECSIT	C13orf29
HGNC:27492	NA	PRECSIT	NCRNA00346
HGNC:27492	NA	PRECSIT	LINC00346
HGNC:24639	NA	PRELID3A	C18orf43
HGNC:24639	NA	PRELID3A	SLMO1
HGNC:15892	NA	PRELID3B	C20orf45
HGNC:15892	NA	PRELID3B	SLMO2
HGNC:49063	NA	PRELID3BP1	SLMO2P1
HGNC:49064	NA	PRELID3BP2	SLMO2P2
HGNC:49065	NA	PRELID3BP3	SLMO2P3
HGNC:49073	NA	PRELID3BP11	SLMO2P11
HGNC:22950	NA	PREX2	DEPDC2
HGNC:6645	NA	PRICKLE3	LMO6
HGNC:16805	NA	PRICKLE4	C6orf49
HGNC:9370	NA	PRIM2	PRIM2A
HGNC:26575	NA	PRIMPOL	CCDC111
HGNC:9388	NA	PRKAR1A	PRKAR1
HGNC:9389	NA	PRKAR1AP1	PRKAR1AP
HGNC:9391	NA	PRKAR2A	PRKAR2
HGNC:9392	NA	PRKAR2B	PRKAR2
HGNC:9393	NA	PRKCA	PKCA
HGNC:9395	NA	PRKCB	PKCB
HGNC:9395	NA	PRKCB	PRKCB1
HGNC:9402	NA	PRKCG	PKCG
HGNC:9403	NA	PRKCH	PRKCL
HGNC:9404	NA	PRKCI	DXS1179E
HGNC:9411	NA	PRKCSH	G19P1
HGNC:9411	NA	PRKCSH	PLD1
HGNC:9407	NA	PRKD1	PRKCM
HGNC:9408	NA	PRKD3	PRKCN
HGNC:9413	NA	PRKDC	HYRC
HGNC:8607	NA	PRKN	PARK2
HGNC:4464	NA	PRLHR	GPR10
HGNC:5187	NA	PRMT1	HRMT1L2
HGNC:5186	NA	PRMT2	HRMT1L1
HGNC:30163	NA	PRMT3	HRMT1L3
HGNC:10894	NA	PRMT5	SKB1
HGNC:18241	NA	PRMT6	HRMT1L6
HGNC:5188	NA	PRMT8	HRMT1L3
HGNC:5188	NA	PRMT8	HRMT1L4
HGNC:25099	NA	PRMT9	PRMT10
HGNC:48942	NA	PRNCR1	PCAT8
HGNC:9449	NA	PRNP	GSS
HGNC:41906	NA	PROB1	C5orf65
HGNC:4524	NA	PROKR1	GPR73
HGNC:15836	NA	PROKR2	GPR73L1
HGNC:9454	NA	PROM1	PROML1
HGNC:19958	NA	PRORP	KIAA0391
HGNC:34379	NA	PRORSD1P	NCRNA00117
HGNC:34379	NA	PRORSD1P	PRDXDD1P
HGNC:38732	NA	PRORY	CYorf17
HGNC:9456	NA	PROS1	PROS
HGNC:9458	NA	PROS2P	PROS2
HGNC:9458	NA	PROS2P	PROSP
HGNC:20291	NA	PROSER1	C13orf23
HGNC:23728	NA	PROSER2	C10orf47
HGNC:25204	NA	PROSER3	C19orf55
HGNC:15860	NA	PRPF6	C20orf14
HGNC:17896	NA	PRPF19	PRP19
HGNC:23182	NA	PRPF19P1	PRP19P
HGNC:23182	NA	PRPF19P1	PRPF19P
HGNC:16463	NA	PRPF40A	FNBP3
HGNC:9942	NA	PRPH2	RDS
HGNC:9463	NA	PRPS1L1	PRPSL
HGNC:9464	NA	PRPS1P2	PRPS1L2
HGNC:18020	NA	PRR4	PROL4
HGNC:29217	NA	PRR12	KIAA1205
HGNC:28738	NA	PRR14L	C22orf30
HGNC:28149	NA	PRR15L	ATAD4
HGNC:24754	NA	PRR20A	PRR20
HGNC:32481	NA	PRR23E	C3orf56
HGNC:33193	NA	PRR27	C4orf40
HGNC:25673	NA	PRR29	C17orf72
HGNC:28677	NA	PRR30	C2orf53
HGNC:34498	NA	PRR32	CXorf64
HGNC:35118	NA	PRR33	C11orf89
HGNC:25606	NA	PRR34	C22orf26
HGNC:14139	NA	PRR35	C16orf11
HGNC:13918	NA	PRRC2A	BAT2
HGNC:28121	NA	PRRC2B	KIAA0515
HGNC:28121	NA	PRRC2B	BAT2L
HGNC:28121	NA	PRRC2B	BAT2L1
HGNC:24903	NA	PRRC2C	BAT2D1
HGNC:24903	NA	PRRC2C	BAT2L2
HGNC:23949	NA	PRRC2CP1	BAT2L2P1
HGNC:13943	NA	PRRT1	C6orf31
HGNC:9142	NA	PRRX1	PMX1
HGNC:9475	NA	PRSS1	TRY1
HGNC:28753	NA	PRSS30P	TMPRSS8
HGNC:28753	NA	PRSS30P	TMPRSS8P
HGNC:21387	NA	PRSS35	C6orf158
HGNC:30716	NA	PRSS42P	PRSS42
HGNC:37323	NA	PRSS43P	PRSS43
HGNC:37324	NA	PRSS44P	PRSS44
HGNC:30717	NA	PRSS45P	PRSS45
HGNC:37325	NA	PRSS46P	PRSS46
HGNC:37326	NA	PRSS47P	PRSS47
HGNC:31397	NA	PRSS57	PRSSL1
HGNC:13420	NA	PRUNE1	PRUNE
HGNC:25209	NA	PRUNE2	C9orf65
HGNC:28651	NA	PRXL2A	C10orf58
HGNC:28651	NA	PRXL2A	FAM213A
HGNC:52407	NA	PRXL2AP1	FAM213AP1
HGNC:52408	NA	PRXL2AP2	FAM213AP2
HGNC:28390	NA	PRXL2B	C1orf93
HGNC:28390	NA	PRXL2B	FAM213B
HGNC:16881	NA	PRXL2C	C9orf21
HGNC:16881	NA	PRXL2C	AAED1
HGNC:34018	NA	PRYP1	PRY4P
HGNC:15785	NA	PSAT1P1	C8orf62
HGNC:9514	NA	PSG1	PSBG1
HGNC:9519	NA	PSG2	PSBG2
HGNC:9526	NA	PSG9	PSG11
HGNC:9515	NA	PSG10P	PSG10
HGNC:9516	NA	PSG11	PSG14
HGNC:31132	NA	PSIP1P1	PSIP1P
HGNC:20029	NA	PSMA3P1	PSMA3P
HGNC:17460	NA	PSMA6P1	PSMA6P
HGNC:20631	NA	PSMA7P1	PSMA7P
HGNC:20633	NA	PSMB3P1	PSMB3P
HGNC:39758	NA	PSMB8-AS1	TAPSAR1
HGNC:30147	NA	PSMC1P1	PSMC1P
HGNC:9550	NA	PSMC3P1	PSMC3P
HGNC:9551	NA	PSMC4	MIP224
HGNC:20634	NA	PSMC6P1	PSMC6P
HGNC:9562	NA	PSMD4P1	PSMD4P
HGNC:9562	NA	PSMD4P1	PSMD15
HGNC:7202	NA	PSMD7P1	MOV34L
HGNC:7202	NA	PSMD7P1	PSMD7L
HGNC:16602	NA	PSMD10P1	PSMD10P
HGNC:30153	NA	PSMD12P1	PSMD12P
HGNC:20632	NA	PSME2P1	PSME2P
HGNC:29856	NA	PSME3IP1	C16orf94
HGNC:29856	NA	PSME3IP1	FAM192A
HGNC:3043	NA	PSMG1	DSCR2
HGNC:24929	NA	PSMG2	TNFSF5IP1
HGNC:22420	NA	PSMG3	C7orf48
HGNC:21108	NA	PSMG4	C6orf86
HGNC:9578	NA	PSPHP1	PSPHL
HGNC:28578	NA	PSTK	C10orf89
HGNC:9583	NA	PTBP1	PTB
HGNC:10253	NA	PTBP3	ROD1
HGNC:9585	NA	PTCH1	PTCH
HGNC:21345	NA	PTCHD4	C6orf138
HGNC:37127	NA	PTCSC1	PTCSC
HGNC:4502	NA	PTGDR2	GPR44
HGNC:17822	NA	PTGES2	C9orf15
HGNC:18429	NA	PTGR1	LTB4DH
HGNC:20149	NA	PTGR2	ZADH1
HGNC:28697	NA	PTGR3	ZADH2
HGNC:9608	NA	PTH1R	PTHR
HGNC:9608	NA	PTH1R	PTHR1
HGNC:9609	NA	PTH2R	PTHR2
HGNC:9623	NA	PTMA	TMSA
HGNC:9637	NA	PTP4A2P1	PTP4AP1
HGNC:9638	NA	PTP4A2P2	PTP4AP2
HGNC:9308	NA	PTPA	PPP2R4
HGNC:9642	NA	PTPN1	PTP1B
HGNC:9650	NA	PTPN2	PTPT
HGNC:9653	NA	PTPN2P1	PTPN2P
HGNC:23423	NA	PTPN20	PTPN20B
HGNC:23424	NA	PTPN20CP	PTPN20C
HGNC:9664	NA	PTPRA	PTPRL2
HGNC:9664	NA	PTPRA	PTPA
HGNC:9665	NA	PTPRB	PTPB
HGNC:9666	NA	PTPRC	CD45
HGNC:49754	NA	PTPRD-DT	PTPRD-AS2
HGNC:9670	NA	PTPRF	LAR
HGNC:9671	NA	PTPRG	PTPG
HGNC:9675	NA	PTPRM	PTPRL1
HGNC:9680	NA	PTPRR	PTPRQ
HGNC:13421	NA	PTPRVP	PTPRV
HGNC:9685	NA	PTPRZ1	PTPZ
HGNC:27039	NA	PTRH1	C9orf115
HGNC:33782	NA	PTRHD1	C2orf79
HGNC:20055	NA	PTTG1P1	PTTG4P
HGNC:13422	NA	PTTG3P	PTTG3
HGNC:14171	NA	PTX4	C16orf38
HGNC:16818	NA	PUDP	FAM16AX
HGNC:16818	NA	PUDP	HDHD1A
HGNC:16818	NA	PUDP	HDHD1
HGNC:20200	NA	PUDPP1	FAM16AY
HGNC:20200	NA	PUDPP1	HDHD1BP
HGNC:20200	NA	PUDPP1	HDHD1P1
HGNC:20195	NA	PUDPP2	FAM16B
HGNC:20195	NA	PUDPP2	HDHD1CP
HGNC:20195	NA	PUDPP2	HDHD1P2
HGNC:38118	NA	PUDPP3	HDHD1DP
HGNC:38118	NA	PUDPP3	HDHD1P3
HGNC:29676	NA	PUM3	KIAA0020
HGNC:48995	NA	PURPL	LINC01021
HGNC:26505	NA	PUS10	CCDC139
HGNC:40053	NA	PVALEF	AATK-AS1
HGNC:9711	NA	PWP2	PWP2H
HGNC:25150	NA	PWWP2B	PWWP2
HGNC:29641	NA	PWWP3A	MUM1
HGNC:26583	NA	PWWP3B	MUM1L1
HGNC:21361	NA	PXDC1	C6orf145
HGNC:26303	NA	PXYLP1	ACPL2
HGNC:45036	NA	PYCARD-AS1	C16orf98
HGNC:45036	NA	PYCARD-AS1	PYCARDOS
HGNC:25846	NA	PYCR3	PYCRL
HGNC:30258	NA	PYM1	WIBG
HGNC:23517	NA	PYROXD2	C10orf33
HGNC:9751	NA	QARS1	QARS
HGNC:28144	NA	QNG1	C9orf64
HGNC:15565	NA	QRFPR	GPR103
HGNC:9756	NA	QSOX1	QSCN6
HGNC:30249	NA	QSOX2	QSCN6L1
HGNC:25771	NA	QTRT2	QTRTD1
HGNC:23512	NA	R3HCC1L	C10orf28
HGNC:9757	NA	R3HDM1	R3HDM
HGNC:28270	NA	R3HDM4	C19orf22
HGNC:9758	NA	RAB1A	RAB1
HGNC:9763	NA	RAB2A	RAB2
HGNC:9781	NA	RAB4A	RAB4
HGNC:9783	NA	RAB5A	RAB5
HGNC:15870	NA	RAB5IF	C20orf24
HGNC:9786	NA	RAB6A	RAB6
HGNC:9788	NA	RAB7A	RAB7
HGNC:7007	NA	RAB8A	MEL
HGNC:9792	NA	RAB9A	RAB9
HGNC:9793	NA	RAB9BP1	RAB9P1
HGNC:9789	NA	RAB29	RAB7L
HGNC:9789	NA	RAB29	RAB7L1
HGNC:48672	NA	RAB30-DT	RAB30-AS1
HGNC:16521	NA	RAB39A	RAB39
HGNC:19799	NA	RAB42P1	RAB42
HGNC:19799	NA	RAB42P1	RAB42P
HGNC:33153	NA	RAB43P1	RAB43P
HGNC:21068	NA	RAB44	RASD3
HGNC:21068	NA	RAB44	RASL13
HGNC:24703	NA	RABL6	C9orf86
HGNC:31113	NA	RAC1P4	RAC4
HGNC:24689	NA	RACGAP1P1	RACGAP1P
HGNC:4399	NA	RACK1	GNB2L1
HGNC:9827	NA	RAD9A	RAD9
HGNC:32158	NA	RAD21-AS1	C8orf81
HGNC:32158	NA	RAD21-AS1	NCRNA00255
HGNC:9814	NA	RAD23BP3	RAD23BLP
HGNC:25486	NA	RADX	CXorf57
HGNC:9839	NA	RALA	RAL
HGNC:17770	NA	RALGAPA1	GARNL1
HGNC:23203	NA	RALGAPA1P1	GARNL2
HGNC:23203	NA	RALGAPA1P1	GARNL2P
HGNC:23203	NA	RALGAPA1P1	RALGAPA1P
HGNC:16207	NA	RALGAPA2	C20orf74
HGNC:29221	NA	RALGAPB	KIAA1219
HGNC:31022	NA	RAMAC	FAM103A1
HGNC:31022	NA	RAMAC	RAMMET
HGNC:21234	NA	RAMACL	C6orf119
HGNC:21234	NA	RAMACL	FAM103A2P
HGNC:21234	NA	RAMACL	RAMMETL
HGNC:9858	NA	RAP1GAP	RAP1GA1
HGNC:29176	NA	RAP1GAP2	GARNL4
HGNC:9861	NA	RAP2A	RAP2
HGNC:4568	NA	RAPGEF1	GRF2
HGNC:16854	NA	RAPGEF2	PDZGEF1
HGNC:20655	NA	RAPGEF6	PDZGEF2
HGNC:14436	NA	RAPH1	ALS2CR9
HGNC:9870	NA	RARS1	RARS
HGNC:49893	NA	RARS1P1	RARSP1
HGNC:21406	NA	RARS2	RARSL
HGNC:9871	NA	RASA1	RASA
HGNC:26464	NA	RASEF	RAB45
HGNC:9875	NA	RASGRF1	GRF1
HGNC:1166	NA	RASSF7	C11orf13
HGNC:13232	NA	RASSF8	C12orf2
HGNC:15739	NA	RASSF9	PAMCI
HGNC:54255	NA	RASSF10-DT	LINC02738
HGNC:18286	NA	RAX2	RAXL1
HGNC:42778	NA	RB1-DT	LINC00441
HGNC:16144	NA	RBBP8NL	C20orf151
HGNC:15864	NA	RBCK1	C20orf18
HGNC:26120	NA	RBFA	C18orf22
HGNC:9906	NA	RBFOX2	RBM9
HGNC:32235	NA	RBIS	C8orf59
HGNC:51355	NA	RBISP1	C8orf59P1
HGNC:51357	NA	RBISP2	C8orf59P2
HGNC:28842	NA	RBM4B	RBM30
HGNC:28818	NA	RBM12B-AS1	C8orf39
HGNC:20155	NA	RBM23	RNPC4
HGNC:21539	NA	RBM24	RNPC6
HGNC:23244	NA	RBM25	RNPC7
HGNC:20327	NA	RBM26	C13orf10
HGNC:15818	NA	RBM38	RNPC1
HGNC:15923	NA	RBM39	RNPC2
HGNC:24790	NA	RBM43	C2orf38
HGNC:21785	NA	RBM48	C7orf64
HGNC:9908	NA	RBMS1P1	RBMS1P
HGNC:30994	NA	RBMS2P1	RBMS2P
HGNC:26859	NA	RBMXL3	CXorf55
HGNC:9915	NA	RBMY1GP	RBMY1G
HGNC:9916	NA	RBMY1HP	RBMY1H
HGNC:9917	NA	RBMY2AP	RBMY2A
HGNC:9918	NA	RBMY2BP	RBMY2B
HGNC:5724	NA	RBPJ	RBPSUH
HGNC:13761	NA	RBPJL	RBPSUHL
HGNC:5725	NA	RBPJP1	RBPSUHP1
HGNC:5726	NA	RBPJP2	RBPSUHP2
HGNC:13686	NA	RBPJP3	RBPSUHP3
HGNC:13687	NA	RBPJP4	RBPSUHP4
HGNC:20759	NA	RBSN	ZFYVE20
HGNC:54295	NA	RC3H1-DT	LINC02776
HGNC:21461	NA	RC3H2	MNAB
HGNC:3040	NA	RCAN1	DSCR1
HGNC:3041	NA	RCAN2	DSCR1L1
HGNC:3042	NA	RCAN3	DSCR1L2
HGNC:1914	NA	RCBTB2	CHC1L
HGNC:1913	NA	RCC1	CHC1
HGNC:14948	NA	RCC1L	WBSCR16
HGNC:13721	NA	RCE1	RCE1B
HGNC:17479	NA	RCHY1	ZNF363
HGNC:17441	NA	RCOR1	RCOR
HGNC:9937	NA	RCVRN	RCV1
HGNC:19689	NA	RD3	C1orf36
HGNC:40912	NA	RD3L	TDRD9-AS1
HGNC:19950	NA	RDM1	RAD52B
HGNC:27190	NA	RDUR	LINC02085
HGNC:16879	NA	REC8	REC8L1
HGNC:25065	NA	REC114	C15orf60
HGNC:25786	NA	REEP1	C2orf23
HGNC:17975	NA	REEP2	C5orf19
HGNC:23711	NA	REEP3	C10orf74
HGNC:26176	NA	REEP4	C8orf20
HGNC:30077	NA	REEP5	C5orf18
HGNC:30078	NA	REEP6	C19orf32
HGNC:9951	NA	REG1A	REG
HGNC:9953	NA	REG1CP	REGL
HGNC:9953	NA	REG1CP	REG1P
HGNC:8601	NA	REG3A	PAP
HGNC:49572	NA	REL-DT	LINC01185
HGNC:29289	NA	RELCH	KIAA1468
HGNC:26902	NA	RELL2	C5orf16
HGNC:13764	NA	RELT	TNFRSF19L
HGNC:15922	NA	REM1	REM
HGNC:17922	NA	REPIN1	ZNF464
HGNC:25559	NA	RESF1	C12orf35
HGNC:25559	NA	RESF1	KIAA1551
HGNC:25964	NA	RETREG1	FAM134B
HGNC:28450	NA	RETREG2	C2orf17
HGNC:28450	NA	RETREG2	FAM134A
HGNC:27258	NA	RETREG3	FAM134C
HGNC:14060	NA	REV1	REV1L
HGNC:26098	NA	REX1BD	C19orf60
HGNC:24616	NA	REXO1	TCEB3BP1
HGNC:24660	NA	REXO1L1P	REXO1L1
HGNC:35429	NA	REXO1L8P	REXO1L8
HGNC:12820	NA	REXO4	XPMC2H
HGNC:16506	NA	REXO6P	C9orf14
HGNC:16506	NA	REXO6P	NCRNA00032
HGNC:16506	NA	REXO6P	LINC00032
HGNC:27051	NA	RFLNA	FAM101A
HGNC:28705	NA	RFLNB	FAM101B
HGNC:9978	NA	RFPL1S	RFPL1-AS1
HGNC:9981	NA	RFPL3S	RFPL3-AS1
HGNC:16449	NA	RFPL4A	RFPL4
HGNC:26402	NA	RFTN2	C2orf11
HGNC:51197	NA	RFX3-DT	RFX3-AS1
HGNC:21478	NA	RFX6	RFXDC1
HGNC:25777	NA	RFX7	RFXDC2
HGNC:20369	NA	RGCC	C13orf15
HGNC:9769	NA	RGL2	RAB2L
HGNC:21965	NA	RGP1	KIAA0258
HGNC:9849	NA	RGPD8	RANBP2L1
HGNC:9991	NA	RGS1	IER1
HGNC:9998	NA	RGS2	G0S8
HGNC:49018	NA	RGS2-AS1	LINC01032
HGNC:23082	NA	RHBDD2	RHBDL7
HGNC:1308	NA	RHBDD3	C22orf3
HGNC:20788	NA	RHBDF2	RHBDL6
HGNC:10007	NA	RHBDL1	RHBDL
HGNC:10011	NA	RHEB	RHEB2
HGNC:10010	NA	RHEBP1	RHEB1
HGNC:25341	NA	RHEX	C1orf186
HGNC:28206	NA	RHNO1	C12orf32
HGNC:667	NA	RHOA	ARHA
HGNC:668	NA	RHOB	ARHB
HGNC:669	NA	RHOC	ARH9
HGNC:669	NA	RHOC	ARHC
HGNC:670	NA	RHOD	ARHD
HGNC:15703	NA	RHOF	ARHF
HGNC:672	NA	RHOG	ARHG
HGNC:686	NA	RHOH	ARHH
HGNC:688	NA	RHOJ	ARHJ
HGNC:17736	NA	RHOQ	ARHQ
HGNC:20003	NA	RHOQP1	ARHQP
HGNC:20003	NA	RHOQP1	RHOQP
HGNC:21168	NA	RHOT1	ARHT1
HGNC:23777	NA	RHOT1P1	RHOT3
HGNC:23777	NA	RHOT1P1	RHOT1P
HGNC:21169	NA	RHOT2	ARHT2
HGNC:17794	NA	RHOU	ARHU
HGNC:18313	NA	RHOV	ARHV
HGNC:28457	NA	RHPN1-AS1	C8orf51
HGNC:13241	NA	RIBC2	C22orf11
HGNC:17686	NA	RIC1	KIAA1432
HGNC:16897	NA	RIDA	HRSP12
HGNC:19102	NA	RIGI	DDX58
HGNC:26686	NA	RIIAD1	NCRNA00166
HGNC:26686	NA	RIIAD1	C1orf230
HGNC:28725	NA	RIMKLA	FAM80A
HGNC:29228	NA	RIMKLB	FAM80B
HGNC:34034	NA	RIMKLBP1	FAM80C
HGNC:34034	NA	RIMKLBP1	FAM80B2
HGNC:34034	NA	RIMKLBP1	RIMKLB2
HGNC:27750	NA	RIMOC1	C5orf51
HGNC:17282	NA	RIMS1	RAB3IP2
HGNC:17283	NA	RIMS2	RAB3IP3
HGNC:16183	NA	RIMS4	C20orf190
HGNC:11451	NA	RIOK3	SUDD
HGNC:20968	NA	RIOX1	C14orf169
HGNC:19441	NA	RIOX2	MINA
HGNC:496	NA	RIPK4	ANKRD3
HGNC:25836	NA	RIPOR1	FAM65A
HGNC:13872	NA	RIPOR2	C6orf32
HGNC:13872	NA	RIPOR2	FAM65B
HGNC:16168	NA	RIPOR3	C20orf175
HGNC:16168	NA	RIPOR3	FAM65C
HGNC:21390	NA	RIPPLY2	C6orf159
HGNC:3047	NA	RIPPLY3	DSCR6
HGNC:23340	NA	RIPPLY3P1	DSCR6P1
HGNC:10023	NA	RIT1	RIT
HGNC:10017	NA	RIT2	RIN
HGNC:25925	NA	RITA1	C12orf52
HGNC:16738	NA	RLFP1	RLFP
HGNC:25322	NA	RLIG1	C12orf29
HGNC:56325	NA	RLIG1P1	C12orf29P1
HGNC:56326	NA	RLIG1P2	C12orf29P2
HGNC:56327	NA	RLIG1P3	C12orf29P3
HGNC:13429	NA	RLIM	RNF12
HGNC:24326	NA	RMC1	C18orf8
HGNC:24326	NA	RMC1	WDR98
HGNC:24285	NA	RMDN1	FAM82B
HGNC:26567	NA	RMDN2	FAM82A
HGNC:26567	NA	RMDN2	FAM82A1
HGNC:25550	NA	RMDN3	FAM82C
HGNC:25550	NA	RMDN3	FAM82A2
HGNC:25764	NA	RMI1	C9orf76
HGNC:28349	NA	RMI2	C16orf75
HGNC:21176	NA	RMND1	C6orf96
HGNC:10038	NA	RN7SL1	RN7SL
HGNC:10039	NA	RN7SL4P	RN7SLP1
HGNC:10040	NA	RN7SL5P	RN7SLP2
HGNC:10041	NA	RN7SL6P	RN7SLP3
HGNC:10042	NA	RN7SL7P	RN7SLP4
HGNC:10043	NA	RN7SL8P	RN7SLP5
HGNC:37660	NA	RNA5-8S5	RN5-8S1
HGNC:53521	NA	RNA5-8SN2	RNA5-8N2
HGNC:41956	NA	RNA5-8SP2	RN5-8S2
HGNC:41957	NA	RNA5-8SP3	RN5-8S3
HGNC:41958	NA	RNA5-8SP4	RN5-8S4
HGNC:41959	NA	RNA5-8SP5	RN5-8S5
HGNC:41960	NA	RNA5-8SP6	RN5-8S6
HGNC:41962	NA	RNA5-8SP7	RN5-8S7
HGNC:34362	NA	RNA5S1	RN5S1
HGNC:34363	NA	RNA5S2	RN5S2
HGNC:34364	NA	RNA5S3	RN5S3
HGNC:34365	NA	RNA5S4	RN5S4
HGNC:34366	NA	RNA5S5	RN5S5
HGNC:34367	NA	RNA5S6	RN5S6
HGNC:34368	NA	RNA5S7	RN5S7
HGNC:34369	NA	RNA5S8	RN5S8
HGNC:34370	NA	RNA5S9	RN5S9
HGNC:34371	NA	RNA5S10	RN5S10
HGNC:34372	NA	RNA5S11	RN5S11
HGNC:34373	NA	RNA5S12	RN5S12
HGNC:34374	NA	RNA5S13	RN5S13
HGNC:34375	NA	RNA5S14	RN5S14
HGNC:34376	NA	RNA5S15	RN5S15
HGNC:34377	NA	RNA5S16	RN5S16
HGNC:34378	NA	RNA5S17	RN5S17
HGNC:42586	NA	RNA5SP18	RN5S18
HGNC:42587	NA	RNA5SP19	RN5S19
HGNC:42588	NA	RNA5SP20	RN5S20
HGNC:42589	NA	RNA5SP21	RN5S21
HGNC:42590	NA	RNA5SP22	RN5S22
HGNC:42591	NA	RNA5SP23	RN5S23
HGNC:42600	NA	RNA5SP24	RN5S24
HGNC:42601	NA	RNA5SP25	RN5S25
